name,Category,energy_kcal,weight_g,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,energy_per_100g,protein_per_100g,fat_per_100g,sodium_per_100g,nutrition_desnity
Keju Kraft Cheddar,Olahan/Brand,70,4,4,2,5,0,0,0,3.26,6.67,0.62,7.46,0,1750,100,125,0,0.0571
Super Bihun Goreng,Olahan/Brand,250,4,4,46,5,3,0,4,11.63,6.67,14.15,7.46,0,6250,100,125,0,0.032
Kacang Garuda Roste Kacang Panggang,Olahan/Brand,130,5,5,16,5,0,115,0,6.05,8.33,4.92,7.46,7.67,2600,100,100,2300,0.0385
Frisian Flag Coconut Delight,Olahan/Brand,160,6,6,25,5,14,95,0,7.44,10,7.69,7.46,6.33,2666.67,100,83.33,1583.33,0.0375
Mr. Bread Roti Tawar Choco Chips,Olahan/Brand,227,2,7,38.5,5,8,286,2,10.56,11.67,11.85,7.46,19.07,11350,350,250,14300,0.0396
Starbucks Java Chip Frappuccino (Wholemilk),Olahan/Brand,350,7,7,68,5,0,0,0,16.28,11.67,20.92,7.46,0,5000,100,71.43,0,0.02
Granola Creation Tropical Fruit And Nuts,Olahan/Brand,162,2,7,23,5,5,0,2,7.53,11.67,7.08,7.46,0,8100,350,250,0,0.0556
Masakan Sop Saudara,Traditional,89,1.5,7.2,3.9,5,0,274,0,4.14,12,1.2,7.46,18.27,5933.33,480,333.33,18266.67,0.0809
Susu Ultra Milk Rasa Coklat 1000 Ml,Olahan/Brand,45,8,8,30,5,24,55,0,9.3,13.33,9.23,7.46,3.67,562.5,100,62.5,687.5,0.1778
Mie Lemonilo Kari Ayam,Olahan/Brand,270,2,8,48,5,1,1036,2,12.56,13.33,14.77,7.46,69.07,13500,400,250,51800,0.037
Nestle Cerelac Bubur Sereal Susu Rasa Ayam Sayur,Traditional,210,8,8,34,5,0,150,0,9.77,13.33,10.46,7.46,10,2625,100,62.5,1875,0.0381
Sonice Bakso Kuah Sapi,Olahan/Brand,160,8,8,20,5,0,0,0,7.44,13.33,6.15,7.46,0,2000,100,62.5,0,0.05
Susu Mama Minuman Khusus Ibu Hamil & Menyusui Rasa Cokelat,Traditional,190,9,9,26,5,0,115,0,8.84,15,8,7.46,7.67,2111.11,100,55.56,1277.78,0.0474
Auntie Anne Sour Cream And Onion Pretzel,Traditional,360,2,9,68,5,12,0,2,16.74,15,20.92,7.46,0,18000,450,250,0,0.0306
Masakan Oramu Ninahu Ndawa Olaho,Traditional,117,0.1,13.7,4.3,5,0,0,0,5.44,22.83,1.32,7.46,0,117000,13700,5000,0,0.1171
Jagung Pipil Var Harapan Mentah,Traditional,367,1.2,6.2,76.2,5.1,0,1,2.6,17.07,10.33,23.45,7.61,0.07,30583.33,516.67,425,83.33,0.024
Beberuk,Traditional,65,1.1,1.1,3.5,5.2,0,53,3.1,3.02,1.83,1.08,7.76,3.53,5909.09,100,472.73,4818.18,0.0646
Ketupat Kandangan,Traditional,109,0.7,2.2,13.4,5.2,0,0,0,5.07,3.67,4.12,7.76,0,15571.43,314.29,742.86,0,0.0202
Lilin Bungkus Gedi,Traditional,79,1.9,2.3,5.8,5.2,0,170,2.5,3.67,3.83,1.78,7.76,11.33,4157.89,121.05,273.68,8947.37,0.0608
Masakan Soto Pemalang,Traditional,75,1.7,3.6,3.5,5.2,0,0,0,3.49,6,1.08,7.76,0,4411.76,211.76,305.88,0,0.048
Tauco Cap Beruang Cake,Traditional,347,8.4,7.4,67.6,5.2,0,0,3.2,16.14,12.33,20.8,7.76,0,4130.95,88.1,61.9,0,0.0305
Ikan Pomo Segar,Traditional,147,1.4,22.5,2.6,5.2,0,0,0,6.84,37.5,0.8,7.76,0,10500,1607.14,371.43,0,0.1531
Gemblong,Traditional,274,1.2,1.7,55.5,5.4,0,0,2.2,12.74,2.83,17.08,8.06,0,22833.33,141.67,450,0,0.0142
Biji Nangka / Biji Salak,Traditional,262,0.7,2.3,51.1,5.4,0,10,8,12.19,3.83,15.72,8.06,0.67,37428.57,328.57,771.43,1428.57,0.0393
Lamtoro Var. Gung Tanpa Kulit,Traditional,367,4.4,46.4,32.5,5.4,0,65,2.6,17.07,77.33,10,8.06,4.33,8340.91,1054.55,122.73,1477.27,0.1335
Amparan Tatak,Traditional,191,0.8,1.3,34,5.5,0,0,0,8.88,2.17,10.46,8.21,0,23875,162.5,687.5,0,0.0068
Kue Pelita,Traditional,141,0.6,5.3,17.6,5.5,0,0,0,6.56,8.83,5.42,8.21,0,23500,883.33,916.67,0,0.0376
Tauco,Traditional,184,6.9,11.4,22.2,5.5,0,1766,1.9,8.56,19,6.83,8.21,117.73,2666.67,165.22,79.71,25594.2,0.0723
Ikan Baung Segar,Traditional,123,1.2,15.1,3.3,5.5,0,32,0,5.72,25.17,1.02,8.21,2.13,10250,1258.33,458.33,2666.67,0.1228
Lempog Durian,Traditional,320,1.9,3.5,63.7,5.7,0,0,4.9,14.88,5.83,19.6,8.51,0,16842.11,184.21,300,0,0.0263
Keddo Bodong,Traditional,290,1,4.6,55.2,5.7,0,0,0,13.49,7.67,16.98,8.51,0,29000,460,570,0,0.0159
Masakan Kalio Kikil (Tunjang),Traditional,122,1.3,13.8,3.9,5.7,0,519,0,5.67,23,1.2,8.51,34.6,9384.62,1061.54,438.46,39923.08,0.1131
Barongko,Traditional,159,0.7,3.1,23.5,5.8,0,46,0,7.4,5.17,7.23,8.66,3.07,22714.29,442.86,828.57,6571.43,0.0195
Oreo,Olahan/Brand,140,1,1,21,6,11,0,1,6.51,1.67,6.46,8.96,0,14000,100,600,0,0.0143
Chitato Fresh Potato,Olahan/Brand,110,1,1,12,6,0,0,0,5.12,1.67,3.69,8.96,0,11000,100,600,0,0.0091
Kewpie Caesar,Traditional,70,1,1,3,6,0,190,0,3.26,1.67,0.92,8.96,12.67,7000,100,600,19000,0.0143
Chitato Maxx Spicy Mexican Chili Flavor,Olahan/Brand,50,1,1,12,6,1,90,0,5.12,1.67,3.69,8.96,6,5000,100,600,9000,0.02
Oreo Dutch Cocoa Wafer,Olahan/Brand,50,2,1,17,6,9,50,2,6.05,1.67,5.23,8.96,3.33,2500,50,300,2500,0.06
Monde Boromon Wafers Rasa Strawberry Susu,Olahan/Brand,60,2,1,17,6,7,35,2,6.05,1.67,5.23,8.96,2.33,3000,50,300,1750,0.05
Goldenfil Choco Crunchy,Olahan/Brand,30,1,1,13,6,10,20,0,5.12,1.67,4,8.96,1.33,3000,100,600,2000,0.0333
Gastone Lago Poker Wafer With Hazelnut Cream,Traditional,130,1,1,17,6,0,35,0,6.05,1.67,5.23,8.96,2.33,13000,100,600,3500,0.0077
Kewpie Thousand Island,Traditional,70,1,1,4,6,0,260,0,3.26,1.67,1.23,8.96,17.33,7000,100,600,26000,0.0143
Kewpie Tomat Pedas,Traditional,80,1,1,5,6,0,350,0,3.72,1.67,1.54,8.96,23.33,8000,100,600,35000,0.0125
Es Krim Diamond Vanilla,Olahan/Brand,110,2,2,12,6,9,0,0,5.12,3.33,3.69,8.96,0,5500,100,300,0,0.0182
Sarimi Gelas Rasa Baso Sapi,Olahan/Brand,50,3,2,18,6,2,390,3,6.51,3.33,5.54,8.96,26,1666.67,66.67,200,13000,0.1
Chitato,Olahan/Brand,110,2,2,11,6,0,0,0,5.12,3.33,3.38,8.96,0,5500,100,300,0,0.0182
Chitato Keripik Kentang Rasa Sapi Panggang,Olahan/Brand,110,2,2,11,6,0,115,0,5.12,3.33,3.38,8.96,7.67,5500,100,300,5750,0.0182
Nissin Wafer Coklat,Olahan/Brand,50,2,2,20,6,8,70,0,6.51,3.33,6.15,8.96,4.67,2500,100,300,3500,0.04
Es Krim Diamond Durian,Olahan/Brand,100,2,2,12,6,9,0,0,4.65,3.33,3.69,8.96,0,5000,100,300,0,0.02
Good Time Cookies,Olahan/Brand,50,1,2,21,6,10,220,1,6.51,3.33,6.46,8.96,14.67,5000,200,600,22000,0.06
Puffies Soes Crunchy Cheese,Traditional,30,1,2,6,6,0,120,1,4.19,3.33,1.85,8.96,8,3000,200,600,12000,0.1
Nissin Longer Stick Biscuits,Traditional,50,2,2,21,6,5,85,0,6.98,3.33,6.46,8.96,5.67,2500,100,300,4250,0.04
Ritz Creackers Original (Isis 3 Pack),Olahan/Brand,140,2,2,20,6,0,115,0,6.51,3.33,6.15,8.96,7.67,7000,100,300,5750,0.0143
Lays Krim Dan Bawang,Olahan/Brand,110,2,2,11,6,0,0,0,5.12,3.33,3.38,8.96,0,5500,100,300,0,0.0182
Happy Tos Corn Chips,Traditional,130,1,2,16,6,1,100,1,6.05,3.33,4.92,8.96,6.67,13000,200,600,10000,0.0231
Bihunku White Curry,Olahan/Brand,220,2,2,38,6,4,0,0,10.23,3.33,11.69,8.96,0,11000,100,300,0,0.0091
Sariroti Sandwich Coklat,Olahan/Brand,150,2,3,21,6,4,125,2,6.98,5,6.46,8.96,8.33,7500,150,300,6250,0.0333
Sariroti Sandwich Krim Keju,Olahan/Brand,130,1,3,17,6,3,260,1,6.05,5,5.23,8.96,17.33,13000,300,600,26000,0.0308
Ichitan Thailand Milk Tea,Olahan/Brand,50,3,3,36,6,25,160,0,9.77,5,11.08,8.96,10.67,1666.67,100,200,5333.33,0.06
Susu Bebelove 6-12bln,Traditional,140,0.8,3,18,6,16.2,64,0.8,6.51,5,5.54,8.96,4.27,17500,375,750,8000,0.0271
Pronas Chicken Luncheon,Olahan/Brand,80,3,4,3,6,0,0,3,3.72,6.67,0.92,8.96,0,2666.67,133.33,200,0,0.0875
Susu Dancow Rasa Coklat,Olahan/Brand,160,5,5,23,6,0,100,0,7.44,8.33,7.08,8.96,6.67,3200,100,120,2000,0.0313
Sariroti Sandwich Kacang,Olahan/Brand,140,2,5,18,6,2,135,2,6.51,8.33,5.54,8.96,9,7000,250,300,6750,0.05
Dancow Fortigro Rasa Vanilla,Olahan/Brand,50,5,5,14,6,11,90,0,5.58,8.33,4.31,8.96,6,1000,100,120,1800,0.1
Keju Castello Camembert,Traditional,73,5,5,0.03,6,0.03,0,0,3.4,8.33,0.01,8.96,0,1460,100,120,0,0.0685
Roti Mr.Bread Sobek Keju,Traditional,200,5,5,33,6,0,250,0,9.3,8.33,10.15,8.96,16.67,4000,100,120,5000,0.025
V-Soy Multigrain,Traditional,138,1.2,5.4,15.2,6,14,106,1.2,6.42,9,4.68,8.96,7.07,11500,450,500,8833.33,0.0478
Diamond Milk Susu Uht Full Cream,Olahan/Brand,120,6,6,10,6,0,100,0,5.58,10,3.08,8.96,6.67,2000,100,100,1666.67,0.05
Pt. Ultrajaya Milk Industry Tbk,Olahan/Brand,120,6,6,9,6,0,40,0,5.58,10,2.77,8.96,2.67,2000,100,100,666.67,0.05
Pizza Hut Deluxe Cheeses,Olahan/Brand,150,1,6,17,6,2,0,1,6.98,10,5.23,8.96,0,15000,600,600,0,0.0467
Frisian Flag Sweet Delight,Olahan/Brand,150,6,6,20,6,18,75,0,6.98,10,6.15,8.96,5,2500,100,100,1250,0.04
Bebelac Gold,Traditional,50,2,6,24,6,17,75,2,7.91,10,7.38,8.96,5,2500,300,300,3750,0.16
Origo Coffe Cereal Latte,Traditional,238,6.8,6.8,38.69,6,17.39,0,0,11.07,11.33,11.9,8.96,0,3500,100,88.24,0,0.0286
Keju Greenfileds Mozzarella,Olahan/Brand,90,7,7,2,6,0,0,0,4.19,11.67,0.62,8.96,0,1285.71,100,85.71,0,0.0778
Multigrain Bread,Traditional,240,8,8,38,6,5,0,0,11.16,13.33,11.69,8.96,0,3000,100,75,0,0.0333
Ayam Brand Chilli Tuna,Olahan/Brand,100,8,8,3,6,2,0,0,4.65,13.33,0.92,8.96,0,1250,100,75,0,0.08
Sushi Hand Roll Unagi,Traditional,152,1,9,14,6,1,0,1,7.07,15,4.31,8.96,0,15200,900,600,0,0.0658
La Pasta Royale Cheese Bolognese,Olahan/Brand,340,8,10,64,6,10,0,8,15.81,16.67,19.69,8.96,0,4250,125,75,0,0.0529
Cimory Soyamilk,Olahan/Brand,260,10,10,42,6,18,0,0,12.09,16.67,12.92,8.96,0,2600,100,60,0,0.0385
Nongshim Shin Cup,Olahan/Brand,309,10.9,10.9,46.8,6,1.9,0,0,14.37,18.17,14.4,8.96,0,2834.86,100,55.05,0,0.0353
Oncom,Traditional,187,1.4,13,22.6,6,0,0,0,8.7,21.67,6.95,8.96,0,13357.14,928.57,428.57,0,0.0695
Susu Wrp Loses Weight Coklat,Olahan/Brand,220,2,14,27,6,20,0,2,10.23,23.33,8.31,8.96,0,11000,700,300,0,0.0727
Susu Wrp Lose Weight Stroberi,Olahan/Brand,220,2,14,25,6,21,0,2,10.23,23.33,7.69,8.96,0,11000,700,300,0,0.0727
Oncom Ampas Kacang Hijau,Traditional,376,1.7,14.9,65.7,6,0,0,12.3,17.49,24.83,20.22,8.96,0,22117.65,876.47,352.94,0,0.0723
Kacang Bogor Kering,Traditional,370,3,16,65,6,0,44,26.3,17.21,26.67,20,8.96,2.93,12333.33,533.33,200,1466.67,0.1143
Origo Coffe Avocado Coffe,Traditional,160,4.04,4.04,22.46,6.02,14.12,0,0,7.44,6.73,6.91,8.99,0,3960.4,100,149.01,0,0.0253
Ikan Papuyu Bakar,Traditional,152,3,17.6,6.7,6.1,0,320,0,7.07,29.33,2.06,9.1,21.33,5066.67,586.67,203.33,10666.67,0.1158
Cap Cai / Capcay / Cap Cay Sayur,Traditional,97,1,5.8,4.2,6.3,0,405,0.6,4.51,9.67,1.29,9.4,27,9700,580,630,40500,0.066
Ovomaltine,Traditional,109,0.8,0.8,11.9,6.4,10.9,50,0,5.07,1.33,3.66,9.55,3.33,13625,100,800,6250,0.0073
Getuk Goreng,Traditional,360,1.5,1.3,74.3,6.4,0,0,0.8,16.74,2.17,22.86,9.55,0,24000,86.67,426.67,0,0.0058
Srikaya Ketan,Traditional,265,0.8,2.7,49.1,6.4,0,0,0,12.33,4.5,15.11,9.55,0,33125,337.5,800,0,0.0102
Putri Selat,Traditional,163,0.9,2.2,13.8,6.5,0,6,0,7.58,3.67,4.25,9.7,0.4,18111.11,244.44,722.22,666.67,0.0135
Masakan Soto Padang,Traditional,127,2,5.9,11,6.6,0,0,0.7,5.91,9.83,3.38,9.85,0,6350,295,330,0,0.052
Carman's Fruit And Nut,Traditional,183,3.1,4.1,25.1,6.7,7.8,0,3.1,8.51,6.83,7.72,10,0,5903.23,132.26,216.13,0,0.0393
Bakpia Kue,Traditional,272,1.6,8.7,44.1,6.7,0,0,0.9,12.65,14.5,13.57,10,0,17000,543.75,418.75,0,0.0353
Ayam Bacem,Traditional,147,13.7,13.7,8.3,6.7,0,0,0,6.84,22.83,2.55,10,0,1072.99,100,48.91,0,0.0932
Masakan Soto Pekalongan,Traditional,94,1.3,3,5.1,6.8,0,0,0.3,4.37,5,1.57,10.15,0,7230.77,230.77,523.08,0,0.0351
Merica Kering,Traditional,365,4.4,11.5,64.4,6.8,0,4,1,16.98,19.17,19.82,10.15,0.27,8295.45,261.36,154.55,90.91,0.0342
Keju Lemnos Fetta Cheese,Traditional,83,5.4,5.4,0.4,6.9,0.9,0,0,3.86,9,0.12,10.3,0,1537.04,100,127.78,0,0.0651
Susu Kedelai V Soy Multigrain,Olahan/Brand,169,6.1,6.1,20.4,6.9,16.3,0,0,7.86,10.17,6.28,10.3,0,2770.49,100,113.11,0,0.0361
Masakan Empal (Daging) Goreng,Traditional,248,2,36.2,10.1,6.9,0,848,0,11.53,60.33,3.11,10.3,56.53,12400,1810,345,42400,0.146
Lays 14g,Olahan/Brand,70,1,1,10,7,0,70,0,5.12,1.67,3.08,10.45,4.67,7000,100,700,7000,0.0143
Monde Boromon Wafers Rasa Vanila,Olahan/Brand,60,2,1,16,7,7,60,2,6.05,1.67,4.92,10.45,4,3000,50,350,3000,0.05
Coklat Toblerone,Olahan/Brand,130,1,1,15,7,15,0,0,6.05,1.67,4.62,10.45,0,13000,100,700,0,0.0077
Kewpie Wijen Sangrai,Traditional,90,1,1,5,7,0,190,0,4.19,1.67,1.54,10.45,12.67,9000,100,700,19000,0.0111
Piattos Iga Penyet,Olahan/Brand,60,1,1,13,7,0,160,0,5.58,1.67,4,10.45,10.67,6000,100,700,16000,0.0167
Happy Tos Tortilla Chips,Olahan/Brand,60,1,2,16,7,1,125,1,6.05,3.33,4.92,10.45,8.33,6000,200,700,12500,0.05
Roma Sandwich,Traditional,140,2,2,17,7,6,80,0,6.51,3.33,5.23,10.45,5.33,7000,100,350,4000,0.0143
Better Sandwich Biscuit,Olahan/Brand,60,1,2,18,7,9,75,1,6.51,3.33,5.54,10.45,5,6000,200,700,7500,0.05
Es Krim Wall's Oreo Cookies Cream,Olahan/Brand,140,1,2,17,7,11,0,1,6.51,3.33,5.23,10.45,0,14000,200,700,0,0.0214
Tim Tam Chocolate,Olahan/Brand,150,2,2,21,7,0,0,0,6.98,3.33,6.46,10.45,0,7500,100,350,0,0.0133
Lovy Cookies Coffeeccino,Olahan/Brand,150,2,2,20,7,7,0,0,6.98,3.33,6.15,10.45,0,7500,100,350,0,0.0133
Happytos,Traditional,144,1,2,16,7,0,0,1,6.7,3.33,4.92,10.45,0,14400,200,700,0,0.0208
Masekat,Traditional,369,0.8,2.1,74.1,7,0,141,4,17.16,3.5,22.8,10.45,9.4,46125,262.5,875,17625,0.0165
Sarimi Gelas Rasa Soto Ayam,Olahan/Brand,60,2,3,16,7,2,940,2,6.51,5,4.92,10.45,62.67,3000,150,350,47000,0.0833
Es Krim Wall's Double Dutch,Olahan/Brand,150,1,3,18,7,9,0,1,6.98,5,5.54,10.45,0,15000,300,700,0,0.0267
Qtela Tempe,Olahan/Brand,110,4,4,8,7,0,0,0,5.12,6.67,2.46,10.45,0,2750,100,175,0,0.0364
Qtela Tempe Original,Olahan/Brand,70,4,4,8,7,0,125,0,5.12,6.67,2.46,10.45,8.33,1750,100,175,3125,0.0571
Keju Kraft Quick Melt,Olahan/Brand,100,5,5,4,7,1,0,0,4.65,8.33,1.23,10.45,0,2000,100,140,0,0.05
Kue Putu Cangkir,Traditional,304,0.2,5.3,54.9,7,0,0,0.9,14.14,8.83,16.89,10.45,0,152000,2650,3500,0,0.0204
Dancow Susu Bubuk Fortigro Full Cream,Traditional,120,6,6,10,7,0,90,0,5.58,10,3.08,10.45,6,2000,100,116.67,1500,0.05
Starbucks Cappuccino (Wholemilk),Olahan/Brand,140,7,7,12,7,0,0,0,6.51,11.67,3.69,10.45,0,2000,100,100,0,0.05
Frisian Flag Full Cream,Olahan/Brand,140,7,7,13,7,11,100,0,6.51,11.67,4,10.45,6.67,2000,100,100,1428.57,0.05
Soboro Bread,Traditional,300,1,7,56,7,16,0,1,13.95,11.67,17.23,10.45,0,30000,700,700,0,0.0267
Starbucks Iced Caffe Latte (Wholemilk),Olahan/Brand,120,8,8,13,7,0,0,0,5.58,13.33,4,10.45,0,1500,100,87.5,0,0.0667
Topoki Mujigae,Traditional,410,11,11,78,7,0,1390,0,19.07,18.33,24,10.45,92.67,3727.27,100,63.64,12636.36,0.0268
The Coffe Bean & Tea Leaf Mocha Ice Blended Drink,Traditional,350,11,11,67,7,55,0,0,16.28,18.33,20.62,10.45,0,3181.82,100,63.64,0,0.0314
The Coffe Bean & Tea Leaf Pure Chocolate Ice Blended Drink,Traditional,390,15,15,72,7,59,0,0,18.14,25,22.15,10.45,0,2600,100,46.67,0,0.0385
Masakan Betok Wadi,Traditional,145,3.4,16.3,4.1,7,0,69,0,6.74,27.17,1.26,10.45,4.6,4264.71,479.41,205.88,2029.41,0.1124
Dalgona Coffe,Traditional,306,9.25,9.25,52.77,7.05,33.86,0,0,14.23,15.42,16.24,10.52,0,3308.11,100,76.22,0,0.0302
Aressayur,Traditional,113,3,0.9,11.2,7.2,0,1413,4.7,5.26,1.5,3.45,10.75,94.2,3766.67,30,240,47100,0.0496
Sapi Usus Segar,Traditional,126,0.6,14,1.5,7.2,0,0,0,5.86,23.33,0.46,10.75,0,21000,2333.33,1200,0,0.1111
Origo Coffe Es Kopi Susu,Traditional,191,6.23,6.23,25.88,7.22,20.51,0,0,8.88,10.38,7.96,10.78,0,3065.81,100,115.89,0,0.0326
Jagung Kuning Pipil Kering Mentah,Traditional,366,2.4,9.8,69.1,7.3,0,5,2.2,17.02,16.33,21.26,10.9,0.33,15250,408.33,304.17,208.33,0.0328
Caotina,Traditional,114,1,1,10.4,7.4,10,20,0,5.3,1.67,3.2,11.04,1.33,11400,100,740,2000,0.0088
Cangkuning,Traditional,204,0.8,2.8,31.4,7.5,0,0,0,9.49,4.67,9.66,11.19,0,25500,350,937.5,0,0.0137
Nasi Gurih,Traditional,190,1.3,4.7,26,7.5,0,296,0.7,8.84,7.83,8,11.19,19.73,14615.38,361.54,576.92,22769.23,0.0284
Tepung Jalejo,Olahan/Brand,347,2.3,19,61.2,7.5,0,3,5.8,16.14,31.67,18.83,11.19,0.2,15086.96,826.09,326.09,130.43,0.0715
Sushi Red Bull Roll,Traditional,484,1,28,72,7.5,28,0,1,22.51,46.67,22.15,11.19,0,48400,2800,750,0,0.0599
Dodol Kedongdong,Traditional,331,0.4,1.9,63.8,7.6,0,0,1,15.4,3.17,19.63,11.34,0,82750,475,1900,0,0.0088
Nopia Spesial,Traditional,387,1.3,5.3,74.3,7.6,0,0,0.3,18,8.83,22.86,11.34,0,29769.23,407.69,584.62,0,0.0145
Tanderloin,Traditional,151,20.53,20.53,0.01,7.63,0,0,0,7.02,34.22,0,11.39,0,735.51,100,37.17,0,0.136
Ketoprak,Traditional,153,2.6,7.9,13,7.7,0,0,2.9,7.12,13.17,4,11.49,0,5884.62,303.85,296.15,0,0.0706
Tempe Pasar,Traditional,150,0.9,14,9.1,7.7,0,7,1.4,6.98,23.33,2.8,11.49,0.47,16666.67,1555.56,855.56,777.78,0.1027
Woku Ubi,Traditional,143,1.1,3.1,15,7.8,0,353,7,6.65,5.17,4.62,11.64,23.53,13000,281.82,709.09,32090.91,0.0706
Anyang Sayur,Traditional,126,1.5,3.4,10.3,7.9,0,290,5.4,5.86,5.67,3.17,11.79,19.33,8400,226.67,526.67,19333.33,0.0698
Susu Kental Tak Manis,Traditional,138,1.5,7,9.9,7.9,0,140,0,6.42,11.67,3.05,11.79,9.33,9200,466.67,526.67,9333.33,0.0507
Masakan Rendang Sapi,Traditional,193,3.8,22.6,7.8,7.9,0,0,0,8.98,37.67,2.4,11.79,0,5078.95,594.74,207.89,0,0.1171
Mom Miyuki Go Roa Keripik Pisang Goroho (Roa Pedas),Traditional,180,1,1,24,8,14,50,0,8.37,1.67,7.38,11.94,3.33,18000,100,800,5000,0.0056
Es Krim Walls Cappuccino,Traditional,70,1,1,19,8,10,15,1,6.98,1.67,5.85,11.94,1,7000,100,800,1500,0.0286
Eskrim Walls Feast Vanila,Olahan/Brand,140,1,2,15,8,13,0,1,6.51,3.33,4.62,11.94,0,14000,200,800,0,0.0214
Butter Cookies Monde,Olahan/Brand,70,2,2,20,8,7,0,0,7.44,3.33,6.15,11.94,0,3500,100,400,0,0.0286
Nissin Walens Chocosoes,Olahan/Brand,80,2,2,14,8,8,65,0,6.51,3.33,4.31,11.94,4.33,4000,100,400,3250,0.025
Walens Choco Soes,Olahan/Brand,140,2,2,14,8,0,0,0,6.51,3.33,4.31,11.94,0,7000,100,400,0,0.0143
Lovy Cookies Chocobutter,Olahan/Brand,150,2,2,20,8,8,0,0,6.98,3.33,6.15,11.94,0,7500,100,400,0,0.0133
Delfi Chacha Peanut,Olahan/Brand,160,3,3,17,8,0,10,0,7.44,5,5.23,11.94,0.67,5333.33,100,266.67,333.33,0.0187
Shabu-Shabu,Traditional,88,0.9,3.2,0.8,8,0,514,0.9,4.09,5.33,0.25,11.94,34.27,9777.78,355.56,888.89,57111.11,0.0466
Keju Snow Brand Cheddar,Olahan/Brand,100,5,5,2,8,0,360,0,4.65,8.33,0.62,11.94,24,2000,100,160,7200,0.05
Susu Ultra Milk Full Cream (Kotak),Olahan/Brand,150,8,8,12,8,0,0,0,6.98,13.33,3.69,11.94,0,1875,100,100,0,0.0533
King's Fisher Sarden Goreng Balado,Olahan/Brand,120,8,8,4,8,0,0,0,5.58,13.33,1.23,11.94,0,1500,100,100,0,0.0667
Sarimi Gelas Rasa Kari Ayam,Olahan/Brand,70,2,8,16,8,1,1110,2,6.51,13.33,4.92,11.94,74,3500,400,400,55500,0.1429
Kfc Original Recipe Sayap,Olahan/Brand,130,10,10,3,8,0,0,0,6.05,16.67,0.92,11.94,0,1300,100,80,0,0.0769
Pasta La Fonte Spaghetti With Chicken Sauce,Olahan/Brand,340,4,10,57,8,0,0,4,15.81,16.67,17.54,11.94,0,8500,250,200,0,0.0412
Kfc Original Recipe Paha Bawah,Olahan/Brand,130,12,12,4,8,0,0,0,6.05,20,1.23,11.94,0,1083.33,100,66.67,0,0.0923
Mcdonald Hamburge,Olahan/Brand,250,1,13,31,8,6,0,1,11.63,21.67,9.54,11.94,0,25000,1300,800,0,0.056
Red Hot Cajun  (Classic Wings),Traditional,142,1,15,1,8,0,0,1,6.6,25,0.31,11.94,0,14200,1500,800,0,0.1127
Hickory Smoked Bbq  (Classic Wings),Traditional,171,1,15,8,8,7,0,1,7.95,25,2.46,11.94,0,17100,1500,800,0,0.0936
Snow Skin Lotus Paste Mooncake,Traditional,187,1.16,2.12,26.36,8.04,0,0,1.16,8.7,3.53,8.11,12,0,16120.69,182.76,693.1,0,0.0175
Masakan Gulai Keumamah,Traditional,110,1.3,5.9,3.2,8.2,0,335,0,5.12,9.83,0.98,12.24,22.33,8461.54,453.85,630.77,25769.23,0.0536
Baruasa,Traditional,417,0.7,6.5,79.3,8.2,0,0,0,19.4,10.83,24.4,12.24,0,59571.43,928.57,1171.43,0,0.0156
Kacang Kedelai Rebus,Traditional,189,2.1,20.2,12.7,8.2,0,181,1.6,8.79,33.67,3.91,12.24,12.07,9000,961.9,390.48,8619.05,0.1153
Sagu Sinole,Traditional,354,0.1,0.8,68.9,8.3,0,30,0,16.47,1.33,21.2,12.39,2,354000,800,8300,30000,0.0023
Rujak Cingur,Traditional,153,1.4,11.3,8,8.4,0,0,1.4,7.12,18.83,2.46,12.54,0,10928.57,807.14,600,0,0.083
Tiwul Instan,Traditional,395,2.7,3.2,76.5,8.5,0,377,4.2,18.37,5.33,23.54,12.69,25.13,14629.63,118.52,314.81,13962.96,0.0187
Susu Kedelai V Soy,Olahan/Brand,188,8,8,21,8.5,15,0,0,8.74,13.33,6.46,12.69,0,2350,100,106.25,0,0.0426
Tahu Goreng,Traditional,115,2,9.7,2.5,8.5,0,7,0.1,5.35,16.17,0.77,12.69,0.47,5750,485,425,350,0.0852
Takwa,Traditional,148,1.6,13.8,4,8.5,0,3,0,6.88,23,1.23,12.69,0.2,9250,862.5,531.25,187.5,0.0932
Dodol Banjarmasin,Traditional,368,1.5,2.6,70,8.6,0,48,0.5,17.12,4.33,21.54,12.84,3.2,24533.33,173.33,573.33,3200,0.0084
Martabak Mesir,Traditional,278,1.1,5.1,45,8.6,0,193,0,12.93,8.5,13.85,12.84,12.87,25272.73,463.64,781.82,17545.45,0.0183
Sapi Otak Segar,Traditional,123,1.3,10.4,0.8,8.6,0,112,0,5.72,17.33,0.25,12.84,7.47,9461.54,800,661.54,8615.38,0.0846
Baked Lotus Paste Mooncake,Traditional,191,1.34,2.78,25.38,8.66,0,0,1.34,8.88,4.63,7.81,12.93,0,14253.73,207.46,646.27,0,0.0216
Kue Jahe,Traditional,425,1.3,1.6,84.6,8.8,0,0,1.2,19.77,2.67,26.03,13.13,0,32692.31,123.08,676.92,0,0.0066
